title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,mpn-alt,upc-alt,condition_score-alt,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score,estimated_revenue
Wuloo 1800feet Solar Powered Driveway Alarms Long Range Wireless Motion Sensors,Wuloo,,,Driveway Alarm System,Alarm Systems,Other/Generic,Other Brand,New,5,$40.49,,$0.00,$0.00,0,Value ($25–$75),3.725452,,$195.00,$2.00,,,75.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,69.35,Seller_116,Hebron,Kentucky,United States,168,53,0.7602,0,3,99.2,"$7,895.55"
Wuloo 1800feet Long Range Solar Driveway Alarms Wireless Motion Sensor for Home,Wuloo,,,Driveway Alarm System,Alarm Systems,Other/Generic,Other Brand,New,5,$44.99,,$0.00,$0.00,0,Value ($25–$75),3.828424,,$291.00,$4.00,,,84.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,68.98,Seller_116,Hebron,Kentucky,United States,168,53,0.7602,0,6,98.4,"$13,092.09"
Wuloo Wireless Driveway Alarm 500Meter Long Range Outdoor Motion Detector Sensor,Wuloo,,,Sensors & Motion Detectors,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$42.99,,$0.00,$0.00,0,Value ($25–$75),3.783962,,$349.00,$3.00,,,80.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,69.42,Seller_116,Hebron,Kentucky,United States,168,53,0.7602,0,3,99.2,"$15,003.51"
ANNKE 5MP Lite 8CH DVR 5in1 Video Recorder DVR for Smart Security Camera System,Annke,AU-DW81KN000,,DVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$49.98,$59.50,$16.00,$9.52,1,Value ($25–$75),3.931433,$6.25,"$1,122.00",$10.00,AU-DW81KN001,,5.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,73.55,Seller_117,Flanders,New Jersey,United States,162,60,0.7297,0,11,97,"$56,077.56"
ANNKE 8CH 16CH 12MP NVR POE Security IP Network Video Recorder H.265+ Remote APP,Annke,N98PBK/N46PCK,,NVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$103.41,$129.99,$20.45,$26.58,1,Mid-Range ($75–$200),4.648325,$12.93,$49.00,$10.00,N98PBK/N46PCK,,11.73533333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,1,68.46,Seller_117,Flanders,New Jersey,United States,161,61,0.7252,0,11,97,"$5,067.09"
ANNKE 8CH 5MP Lite DVR 1080P CCTV Security Camera System AI Color Night Vision,Annke,AU-DW81KN-51EP,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$67.19,$79.99,$16.00,$12.80,1,Value ($25–$75),4.222298,$8.40,$308.00,$10.00,AU-DW81KN-51EP,,5.614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,3,70.51,Seller_117,Flanders,NJ,United States,161,61,0.7252,0,37,89.9,"$20,694.52"
SANNCE Wireless 3MP Security Camera System 5MP 10CH NVR Two-Way Audio Recording,Sannce,SU-N98WHG-71GL,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$129.49,$184.99,$30.00,$55.50,1,Mid-Range ($75–$200),4.871297,$12.95,"$2,376.00",$10.00,SU-N98WHG-71GL,,27.96733333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,10,1,3,77.51,Seller_117,Flanders,NJ,United States,162,60,0.7297,0,16,95.6,"$307,668.24"
SANNCE 4IN1 HD 1080P Video Outdoor CCTV Security Camera 100ft EXIR Night Vision,Sannce,SN-C51EU0103-V1,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$16.79,,$0.00,$0.00,0,Budget (<$25),2.878637,,"$4,350.00",$10.00,SN-C51EU0103-V2,,28.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,69.1,Seller_117,Flanders,NJ,United States,162,60,0.7297,0,10,97.3,"$73,036.50"
SANNCE 8CH DVR 1080P Video Security Camera System CCTV Outdoor Human Detection,Sannce,SU-DT81BD-51FE,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$58.49,$89.99,$35.00,$31.50,1,Value ($25–$75),4.085808,$7.31,$490.00,$10.00,SU-DT81BD-51FE,,21.234,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,8,1,2,78.89,Seller_117,Flanders,NJ,United States,161,61,0.7252,0,10,97.3,"$28,660.10"
SANNCE Wireless 5MP 8CH NVR 3MP Two Way Audio AI Security Camera System Outdoor,Sannce,SU-N98WHE0-74GL-V2-OP,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$129.49,$184.99,$30.00,$55.50,1,Mid-Range ($75–$200),4.871297,$16.19,$91.00,$10.00,SU-N98WHE0-74GL-V2-OP,,27.96733333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,8,1,3,74.23,Seller_117,Flanders,NJ,United States,161,61,0.7252,0,10,97.3,"$11,783.59"
SANNCE 8CH 4K NVR 8MP POE Security Camera System PT Auto Tracking Two Way Audio,Sannce,N98PBD-91FT,,Pan&Tilt Dome,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$119.99,$199.99,$40.00,$80.00,1,Mid-Range ($75–$200),4.795708,$15.00,$140.00,$10.00,N98PBD-91FT,,44.334,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8,1,2,79.09,Seller_117,Flanders,NJ,United States,161,61,0.7252,0,3,99.2,"$16,798.60"
ANNKE 60/100ft CCTV BNC Extension Wire Cord Security Camera Video DC Power Cable,Annke,XCLCable,,Power&Video Cable,Accessories,Other/Generic,Other Brand,New,5,$11.99,,$0.00,$0.00,0,Budget (<$25),2.56418,,"$1,011.00",$10.00,XCLCable,,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,69.37,Seller_117,Hebron,KY,United States,162,60,0.7297,0,3,99.2,"$12,121.89"
ANNKE 12MP 16CH NVR POE AI Security Video Recorder System IP Network P2P H.265+,Annke,AU-N46PCK000-V4,,NVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$172.19,$209.99,$18.00,$37.80,1,Mid-Range ($75–$200),5.154389,$10.76,$215.00,$10.00,AU-N46PCK000-V5,,12.48066667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,1,73.29,Seller_117,,,,0,0,,0,4,98.9,"$37,020.85"
MaximalPower Fake CCTV Security Dummy Dome Camera w/ Red LED Light for Home Lot,Maximalpower,,,Dummy Camera,Dummy Cameras,Other/Generic,Other Brand,New,5,$49.97,,$0.00,$0.00,0,Value ($25–$75),3.931237,,$304.00,$10.00,,,94.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,58.2,Seller_118,Covina,CA,United States,168,47,0.7814,0,128,64.9,"$15,190.88"
"Security Cameras Outdoor Wireless, 4 Cam Kit, Solar Powered.360 Pan NEW(Open Box",Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$189.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.252221,,$4.00,$2.00,,,375.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,1,2,54.69,Seller_119,Rancho Cucamonga,CA,United States,162,58,0.7364,0,24,93.4,$759.96
"Ring Spotlight Cam Pro (Newest Model, 2nd Gen, 4K, Black, Plug-In) New, In Hand",Ring,B0DZ8YQ2VB,,Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$152.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.030438,,$1.00,$31.00,B0DZ8YQ2VB,,299,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,30.92,Seller_12,Oviedo,FL,United States,168,11,0.9385,0,4,98.9,$152.00
"Ring Floodlight Cam Pro (2nd Gen) Retinal 4K , 10x Zoom, ultra-bright motion",Ring,5CCEA3,,Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$175.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.170484,,$5.00,$10.00,5CCEA4,,345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,43.09,Seller_12,Oviedo,FL,United States,168,11,0.9385,0,3,99.2,$875.00
RING WIRED DOORBELL PRO (3RD GEN) RETINAL 4K FOR ULTRA-CLEAR VIDEO- New,Ring,B0F151GFYR,840414665354,Other,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$140.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.94876,,$72.00,$37.00,B0F151GFYR,840414665355,275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,55.43,Seller_12,Oviedo,FL,United States,168,11,0.9385,0,12,96.7,"$10,080.00"
Ring Floodlight Cam Pro 4K Wired 2nd gen Sealed White,Ring,,,Floodlight Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$151.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.023881,,$18.00,$33.00,,,297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,43.79,Seller_12,Oviedo,Florida,United States,168,11,0.9385,0,4,98.9,"$2,718.00"
Annke Black Surveillance Recorder 2TB DVR DT61BS,Annke,AU-DT61BS200-V2,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$90.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.51086,,,,AU-DT61BS200-V3,,175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,26.79,Seller_120,Hampstead,New Hampshire,United States,1,11,0.0833,1,39,89.3,$0.00
HaiVision Network Video S-VF-Stingray Set Top Box USED - GOOD CONDITION,Haivision,,,Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$65.00,,$0.00,$0.00,0,Value ($25–$75),4.189655,,,,,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,Seller_121,Hillsboro,OR,United States,162,19,0.895,0,,,$0.00
4x Night Owl Replacement Security Cameras w/ Cables & Power – BNC CCTV – No DVR,Night Owl,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,Open Box,4,$145.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.983607,,$6.00,$7.00,,,286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,48.04,Seller_122,Camas,WA,United States,161,62,0.722,0,5,98.6,$870.00
Solar Panel Charging for Arlo Essential Spotlight / XL Spotlight Camera W/ Cable,Unknown,,,Solar Panel,Accessories,Arlo,Generic/Unknown,New,5,$19.68,,$0.00,$0.00,0,Budget (<$25),3.029167,,$235.00,$10.00,,,34.36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,65.58,Seller_123,Hacienda Heights,CA,United States,166,53,0.758,0,34,90.7,"$4,624.80"
Smart wifi camera with human detection two way audio wireless model SQ001-L,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$52.82,,$0.00,$0.00,0,Value ($25–$75),3.985645,,$3.00,$10.00,,,100.64,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,3,38.09,Seller_124,Hoogezand,Netherlands,United States,1,2,0.3333,1,14,96.2,$158.46
Hiseeu 8MP 16CH NVR Wireless 5G Wifi Security Camera System Kit For Home Outdoor,Hiseeu,TZ-HB618/WK-8HB618-CT,,Camera,Cctv Systems,Other/Generic,Other Brand,New,5,$99.99,$162.84,$38.60,$62.85,1,Mid-Range ($75–$200),4.615022,$6.25,$1.00,$20.00,TZ-HB618/WK-8HB618-CT,,36.14733333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,16,1,2,43,Seller_125,Annapolis Junction,Maryland,United States,1,28,0.0345,1,6,98.4,$99.99
"Hiseeu 3MP PTZ IP Security Camera System,5G Wifi 16CH NVR,Night Vision,Eseecloud",Hiseeu,WK-4HDA03-EG,,Complete System,Cctv Systems,Other/Generic,Other Brand,New,5,$145.99,$162.21,$10.00,$16.22,1,Mid-Range ($75–$200),4.990365,$9.12,$43.00,$15.00,WK-4HDA03-EG,,0.5846666667,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,4,62.24,Seller_125,Annapolis Junction,Maryland,United States,1,28,0.0345,1,5,98.6,"$6,277.57"
"Hiseeu 5MP 10""LCD 16CH NVR WIFI Outdoor Security Camera System IP Audio 1TB HDD",Hiseeu,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$299.99,$428.56,$30.00,$128.57,1,Premium ($200–$500),5.707077,$18.75,$1.00,$9.00,,,55.57133333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,16,1,2,42.52,Seller_125,Jersey City,New Jersey,United States,1,28,0.0345,1,6,98.4,$299.99
"Vivotek FD8177-HT | 4Mp, 30M Ir, Wdr Pro, Smart Stream Ii",Vivotek,,,Dome Camera,Security Cameras,Other/Generic,Other Brand,Used,2,$70.00,,$0.00,$0.00,0,Value ($25–$75),4.26268,,$1.00,$4.00,,,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,Seller_126,Ogden,UT,United States,168,11,0.9385,0,,,$70.00
Lorex 4K Spotlight Wi-Fi 6 Security Camera W/ Smart Security Lighting - Open Box,Lorex,W881AAD-E-R,695529053417,Camera,Security Cameras,Lorex,Prosumer,Open Box,4,$99.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.615022,,$38.00,$10.00,W881AAD-E-R,695529053418,195.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,1,1,61.52,Seller_127,Columbia,Maryland,United States,1,23,0.0417,1,2,99.5,"$3,799.62"
Lorex Fusion 4K 20-Channel (16 Wired and 4 Fusion Wi-Fi) Digital Video Recorder,Lorex,D863A6,,DVR,Surveillance Dvrs & Nvrs,Lorex,Prosumer,New,5,$439.99,,$0.00,$0.00,0,Premium ($200–$500),6.089022,$22.00,$5.00,$10.00,D863A7,,874.98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,1,43.18,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$2,199.95"
Lorex Classic Fusion 4K 12-Channel (8 Wired + 4 Wi-Fi) 1TB Wired DVR System with,Lorex,D4K1AD-8,,Other,Surveillance Dvrs & Nvrs,Lorex,Prosumer,New,5,$675.00,,$0.00,$0.00,0,High-End ($500–$1.5K),6.516193,$56.25,$1.00,$10.00,D4K1AD-9,,1345,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12,1,2,33.22,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,5,98.6,$675.00
Lorex Fusion 4K 16 Camera Capable (Wired / Fusion Wi-Fi) 4TB NVR,Lorex,N864A64B,695529052106,Other,Uncategorized,Lorex,Prosumer,New,5,$419.99,,$0.00,$0.00,0,Premium ($200–$500),6.042609,,$18.00,$10.00,N864A64B,695529052107,834.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,2,55.57,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$7,559.82"
Lorex A10 IP Wired Dome Security Camera with Listen-In Audio and IK10 Vandal Pro,Lorex,E851AD,,Other,Security Cameras,Lorex,Prosumer,New,5,$110.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.71841,,$7.00,$10.00,E851AD,,216.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,46.32,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,$776.93
Lorex 4K Spotlight Indoor/Outdoor Wi-Fi 6 Security Camera,Lorex,W881AAD,,Other,Security Cameras,Lorex,Prosumer,New,5,$219.99,,$0.00,$0.00,0,Premium ($200–$500),5.398117,,$3.00,$10.00,W881AAD,,434.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,1,1,39.08,Seller_127,Columbia,Maryland,United States,1,23,0.0417,1,2,99.5,$659.97
Lorex 4K+ 12MP 16Ch (Wired + WiFi) 2TB Wired NVR System with 3 Bullet Cameras,Lorex,AZN4KPL2-83WB,695529059501,Other,IP/Smart Camera Systems,Lorex,Prosumer,New,5,$934.99,,$0.00,$0.00,0,High-End ($500–$1.5K),6.841605,$58.44,$1.00,$10.00,AZN4KPL2-83WB,695529059502,1864.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,2,33.49,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,$934.99
Lorex 2K Dual Lens Indoor Pan-Tilt Wi-Fi Security Camera (Cloud-Enabled),Lorex,W463AQ-AA,,Other,Security Cameras,Lorex,Prosumer,New,5,$99.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.615022,,$2.00,$10.00,W463AQ-AA,,194.98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,36.52,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,$199.98
"Lorex 2K Wi-Fi Video Doorbell (Battery-Operated, 32GB, Open Box)",Lorex,B463AJD,,Other,Security Cameras,Lorex,Prosumer,Open Box,4,$99.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.615022,,$9.00,$10.00,B463AJD,,195.98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,48.8,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,$899.91
Lorex 4K+12MP 16 Camera Capable (8 Wired + 8 Fusion Wi-Fi) NVR - Open Box,Lorex,N910A62-R,695529059310,Other,IP/Smart Camera Systems,Lorex,Prosumer,Open Box,4,$274.99,,$0.00,$0.00,0,Premium ($200–$500),5.620365,,$61.00,$5.00,N910A62-R,695529059311,545.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,1,2,66.82,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$16,774.39"
Lorex Fusion 4K 16 Camera Capable (Wired / Fusion Wi-Fi) 4TB NVR - Open Box,Lorex,N864A64B-R,695529063782,Other,IP/Smart Camera Systems,Lorex,Prosumer,Open Box,4,$341.99,,$0.00,$0.00,0,Premium ($200–$500),5.837701,,$17.00,$5.00,N864A64B-R,695529063783,679.98,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,1,2,60.76,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$5,813.83"
Lorex 1080p Wi-Fi Floodlight Camera - Open Box,Lorex,V261LCD-E-R,695529050584,Other,Security Cameras,Lorex,Prosumer,Open Box,4,$109.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.70944,,$10.00,$5.00,V261LCD-E-R,695529050585,215.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,1,1,56.52,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$1,099.90"
"Lorex 2K Wi-Fi Video Doorbell 32GB (Wired, White, Single) - Open Box",Lorex,B451AJD,,Other,Security Cameras,Lorex,Prosumer,Used,2,$79.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.394326,,$31.00,$10.00,B451AJD,,157.98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,60.09,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2,99.5,"$2,479.69"
Luma LUM-501-NVR-16CH 2TB 16 Channel Network Video Recorder p529,Luma,,,(Digital Video Recorder),Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$265.50,$589.99,$55.00,$324.49,1,Premium ($200–$500),5.585374,$16.59,,$2.00,,,170.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,1,41.31,Seller_128,Gilbert,Arizona,United States,208,13,0.9412,0,63,82.7,$0.00
Entry Magnetic Window Door Super Loud Alarm Indoor Anti-theft White Host Durable,Besttechtrading,,,Door Sensor,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$13.29,,$0.00,$0.00,0,Budget (<$25),2.65956,,$54.00,$10.00,,,21.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,63.51,Seller_129,South El Monte,CA,United States,168,51,0.7671,0,3,99.2,$717.66
2 Pack 7200mAh Rechargeable Battery and Charger Station for Ring Doorbell 2/3/4,Unknown,,,Doorbell Camera,Security Cameras,Ring (Amazon),Generic/Unknown,New,5,$26.99,,$0.00,$0.00,0,Value ($25–$75),3.331847,,$256.00,$701.00,,,48.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,35.27,Seller_13,Chino,California,United States,1,17,0.0556,1,66,81.9,"$6,909.44"
Blink Outdoor 4 XR Wireless Security 2 Camera System with XR Sync Module NEW!,Blink,,,Complete System,Security Cameras,Blink (Amazon),Premium Consumer,Open Box,4,$89.24,$104.99,$15.00,$15.75,1,Mid-Range ($75–$200),4.502473,$44.62,$42.00,$10.00,,,5.784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,66.57,Seller_130,Elmwood Park,IL,United States,168,11,0.9385,0,3,99.2,"$3,748.08"
"Avertx 4MP Mini IP Bullet In/Outdoor Night Vision Camera AVX-HD420IR HD420, NEW",Avertx,AVX-HD420IR HD420,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$142.49,$149.99,$5.00,$7.50,1,Mid-Range ($75–$200),4.966265,,$8.00,$2.00,AVX-HD420IR HD421,,-5.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,33.5,Seller_130,Elmwood Park,Illinois,United States,168,11,0.9385,0,,,"$1,139.92"
Lorex E893AB 4K UHD Smart Deterrence Outdoor Network Bullet Camera,Lorex,,,Bullet Camera,Security Cameras,Lorex,Prosumer,New,5,$84.55,,$0.00,$0.00,0,Mid-Range ($75–$200),4.449101,,$202.00,$10.00,,,164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,67.96,Seller_130,Franklin Park,IL,United States,168,11,0.9385,0,2,99.5,"$17,079.10"
"Lorex LNB9252-C 4K Smart IP Bullet Camera White, Open Box",Lorex,,,Bullet Camera,Security Cameras,Lorex,Prosumer,Open Box,4,$94.05,,$0.00,$0.00,0,Mid-Range ($75–$200),4.554403,,$32.00,$10.00,,,184.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,58.59,Seller_130,Franklin Park,IL,United States,168,11,0.9385,0,23,93.7,"$3,009.60"
Lorex 4K+ Ultra HD 12MP Smart Security Deterrence Dome Wired IP Camera E910DD,Lorex,,,Dome Camera,IP/Smart Camera Systems,Lorex,Prosumer,Excellent Refurbished,3,$113.05,,$0.00,$0.00,0,Mid-Range ($75–$200),4.736637,,$86.00,$1.00,,,223.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,65.43,Seller_130,Franklin Park,IL,United States,168,11,0.9385,0,50,86.3,"$9,722.30"
3 Pack Blink Outdoor Camera Wall Mount Bracket for Blink Outdoor 4th Gen Blin,Luc,,,Other,Security Cameras,Blink (Amazon),Other Brand,New,5,$13.66,$14.38,$5.01,$0.72,1,Budget (<$25),2.685123,,$22.00,$1.00,,,-0.1906666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,3,0,69.43,Seller_131,Phoenix,AZ,United States,1,15,0.0625,1,4,98.9,$300.52
5Pc PIR Infrared Motion Sensor Detector 110V Smart Switch Light Lamp Switch Auto,Unknown,,,Pir Motion Sensor Light Switch,Sensors & Motion Detectors,Other/Generic,Generic/Unknown,New,5,$12.99,,$0.00,$0.00,0,Budget (<$25),2.638343,,$290.00,$1.00,,,20.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,69.71,Seller_132,Bordentown,NJ,United States,162,59,0.733,0,2,99.5,"$3,767.10"
Auto Off Sensor Switch Motion Infrared PIR Vacancy Wall Light Lamp,Westgate,,,Sensor Switch,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$12.89,,$0.00,$0.00,0,Budget (<$25),2.631169,,$87.00,$10.00,,,20.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,63.24,Seller_133,Los Angeles,CA,United States,168,11,0.9385,0,32,91.2,"$1,121.43"
CCTV Camera 2.4MP 1080P 1/2.5 SONY 6-60mm IP66 POE PROIMAGE PROI-810WB Digital,Proimage,,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$29.94,,$0.00,$0.00,0,Value ($25–$75),3.43205,,$3.00,$10.00,,,54.88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,38.81,Seller_134,Pompano Beach,FL,United States,208,11,0.9498,0,5,98.6,$89.82
Blink BSM00300U Sync Module 2 for Blink Home Security Camera System New No Box,Blink,,,Multiple Room System,Security Cameras,Blink (Amazon),Premium Consumer,Open Box,4,$19.99,,$0.00,$0.00,0,Budget (<$25),3.044046,,$1.00,$1.00,,,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,45.14,Seller_135,Plainfield,IN,United States,168,51,0.7671,0,59,83.8,$19.99
WYZE Outdoor Floodlight Security Camera Pro 2.5K HD 3000Lumen LED 180° Wide View,Wyze,,810083471167,Camera,Security Cameras,Wyze,Value,Certified Refurbished,3,$79.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.394326,,$39.00,$10.00,,810083471168,156.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,0,61.09,Seller_136,Bridgeton,Missouri,United States,1,53,0.0185,1,9,97.5,"$3,119.61"
Blink Video Doorbell + Outdoor 4 – Wireless smart security,Blink,,,Camera,IP/Smart Camera Systems,Blink (Amazon),Premium Consumer,New,5,$119.40,,$0.00,$0.00,0,Mid-Range ($75–$200),4.79082,,,,,,233.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,0,Seller_137,San Diego,California,United States,1,11,0.0833,1,,,$0.00
